Id,distance,Data/CP17/4MHA-4CNN_split.rels,Data/CP17/TEES_split.rels
d653.s9.2.6,4,FP,FP
d654.s0.10.23,13,FP,FP
d654.s0.10.25,15,FP,FP
d654.s0.14.23,9,TP,TP
d654.s0.14.25,11,TP,TP
d654.s0.16.23,7,TP,TP
d654.s0.16.25,9,TP,TP
d654.s0.4.10,6,FP,FP
d654.s0.4.14,10,FP,FP
d654.s0.4.16,12,FP,FP
d654.s1.9.13,4,FP,FP
d654.s4.8.21,13,FP,FP
d655.s2.24.26,2,FP,FP
d655.s4.1.8,7,FP,FP
d655.s6.4.11,7,TP,TP
d655.s6.4.9,5,TP,TP
d658.s5.11.18,7,FP,FP
d659.s11.3.16,13,FP,FP
d659.s11.3.18,15,FP,FP
d659.s11.9.16,7,FP,FP
d659.s11.9.18,9,FP,FP
d66.s1.1.29,28,TP,-
d66.s1.21.29,8,TP,-
d66.s1.3.29,26,TP,-
d66.s3.0.5,5,TP,TP
d665.s0.0.4,4,FP,FP
d665.s2.7.11,4,FP,FP
d665.s4.10.22,12,FP,FP
d665.s4.5.10,5,FP,FP
d665.s4.5.7,2,TP,TP
d665.s5.0.5,5,TP,TP
d665.s6.2.6,4,FP,FP
d665.s6.6.11,5,FP,FP
d665.s9.10.12,2,TP,TP
d665.s9.4.10,6,FP,FP
d665.s9.5.12,7,-,FP
d666.s0.3.7,4,FP,FP
d667.s1.5.18,13,FP,-
d667.s5.5.10,5,TP,TP
d667.s5.5.12,7,TP,TP
d667.s5.5.22,17,-,FP
d667.s7.6.34,28,FP,FP
d667.s8.5.21,16,TP,TP
d668.s0.0.12,12,FP,FP
d668.s0.5.12,7,FP,FP
d668.s1.20.27,7,TP,-
d668.s1.20.29,9,TP,-
d668.s1.22.27,5,TP,-
d668.s1.22.29,7,TP,-
d668.s1.3.20,17,-,FP
d668.s1.3.22,19,-,FP
d668.s3.3.9,6,FP,FP
d669.s1.8.14,6,TP,TP
d669.s8.21.23,2,TP,TP
d669.s8.21.27,6,FP,-
d670.s6.4.20,16,TP,TP
d672.s0.11.19,8,FP,FP
d672.s0.18.19,1,FP,FP
d674.s0.3.13,10,TP,TP
d674.s0.6.13,7,TP,TP
d674.s1.6.19,13,TP,TP
d674.s1.6.21,15,TP,TP
d676.s8.12.18,6,TP,-
d676.s8.14.18,4,TP,TP
d676.s9.8.11,3,TP,TP
d676.s9.8.13,5,TP,TP
d678.s1.1.6,5,TP,TP
d678.s4.3.14,11,TP,TP
d678.s4.3.17,14,TP,TP
d678.s4.3.9,6,TP,TP
d678.s4.5.14,9,TP,TP
d678.s4.5.17,12,TP,TP
d678.s4.5.9,4,TP,TP
d678.s9.4.7,3,-,TP
d68.s4.10.12,2,TP,-
d68.s6.7.12,5,-,FP
d68.s7.15.21,6,FP,FP
d68.s7.6.15,9,TP,TP
d681.s3.24.30,6,FP,FP
d681.s5.2.4,2,FP,FP
d681.s7.10.14,4,FP,FP
d681.s7.4.10,6,FP,FP
d681.s8.27.31,4,FP,FP
d681.s9.18.21,3,TP,TP
d681.s9.9.11,2,TP,TP
d683.s8.4.10,6,FP,-
d683.s9.5.17,12,TP,TP
d686.s6.19.21,2,FP,FP
d686.s6.19.28,9,FP,FP
d686.s6.26.28,2,FP,FP
d688.s3.2.27,25,FP,-
d688.s3.2.38,36,FP,-
d688.s3.4.27,23,FP,-
d688.s3.4.38,34,FP,-
d689.s0.11.17,6,FP,FP
d689.s1.9.33,24,TP,TP
d689.s1.9.58,49,TP,-
d69.s10.3.20,17,TP,TP
d69.s10.3.8,5,TP,TP
d69.s12.4.15,11,FP,-
d69.s2.4.23,19,FP,-
d69.s2.4.24,20,FP,-
d69.s2.4.26,22,FP,-
d69.s2.6.23,17,FP,FP
d69.s2.6.24,18,FP,FP
d69.s2.6.26,20,FP,FP
d69.s7.0.18,18,FP,FP
d69.s7.0.21,21,FP,FP
d69.s7.0.27,27,FP,FP
d69.s7.0.8,8,FP,FP
d69.s7.21.28,7,-,TP
d69.s7.27.28,1,FP,FP
d69.s7.8.9,1,FP,FP
d69.s7.9.18,9,-,FP
d69.s7.9.21,12,-,FP
d69.s7.9.27,18,-,FP
d69.s8.10.16,6,TP,TP
d69.s8.15.16,1,FP,FP
d69.s8.2.10,8,FP,FP
d69.s8.2.15,13,FP,FP
d69.s8.2.4,2,FP,FP
d69.s8.2.7,5,FP,FP
d69.s8.4.16,12,TP,TP
d69.s8.7.16,9,TP,TP
d692.s6.0.13,13,FP,-
d693.s5.11.25,14,TP,TP
d693.s7.2.13,11,FP,-
d698.s2.0.11,11,TP,TP
d698.s5.0.16,16,FP,FP
d698.s5.2.16,14,FP,FP
d7.s0.5.22,17,FP,FP
d7.s0.7.22,15,FP,FP
d7.s0.9.22,13,FP,FP
d7.s2.10.14,4,TP,TP
d7.s2.10.20,10,FP,-
d7.s5.3.5,2,TP,TP
d7.s8.11.14,3,TP,TP
d7.s8.11.20,9,FP,FP
d7.s8.11.22,11,FP,FP
d7.s9.1.8,7,-,TP
d70.s0.0.4,4,TP,TP
d70.s3.4.8,4,TP,TP
d70.s4.11.13,2,TP,TP
d70.s5.0.23,23,TP,TP
d70.s5.0.29,29,-,FP
d70.s5.0.8,8,TP,TP
d70.s6.4.24,20,TP,TP
d70.s7.2.5,3,FP,FP
d702.s2.13.22,9,TP,-
d704.s0.13.15,2,FP,FP
d704.s11.10.14,4,FP,FP
d704.s4.13.15,2,FP,FP
d705.s0.4.5,1,-,FP
d705.s11.17.18,1,-,FP
d705.s11.8.17,9,FP,FP
d705.s14.12.13,1,-,FP
d706.s0.0.18,18,FP,FP
d706.s0.0.19,19,TP,TP
d706.s0.0.23,23,TP,TP
d706.s6.0.19,19,FP,FP
d706.s6.11.19,8,FP,-
d706.s7.3.5,2,TP,TP
d706.s9.6.14,8,TP,TP
d706.s9.6.18,12,TP,TP
d708.s0.11.19,8,FP,FP
d708.s7.26.32,6,FP,FP
d708.s7.28.32,4,FP,FP
d71.s12.2.8,6,FP,FP
d71.s14.2.12,10,FP,FP
d71.s14.2.6,4,FP,FP
d71.s15.7.15,8,FP,FP
d71.s2.0.6,6,FP,FP
d710.s5.1.5,4,FP,FP
d711.s8.3.17,14,-,FP
d712.s3.30.36,6,TP,TP
d712.s6.9.11,2,FP,FP
d712.s8.28.32,4,FP,FP
d713.s0.0.11,11,FP,-
d713.s0.0.22,22,FP,FP
d713.s3.2.25,23,FP,FP
d713.s4.12.23,11,FP,-
d713.s4.18.23,5,FP,FP
d713.s4.23.33,10,FP,FP
d713.s4.23.36,13,FP,FP
d713.s4.5.12,7,FP,FP
d713.s4.5.18,13,FP,FP
d713.s4.5.33,28,FP,FP
d713.s4.5.36,31,FP,FP
d713.s6.12.20,8,FP,FP
d713.s6.15.20,5,FP,FP
d713.s7.4.11,7,-,FP
d713.s7.4.14,10,TP,TP
d713.s8.12.21,9,FP,FP
d713.s8.12.25,13,FP,FP
d715.s3.13.15,2,FP,FP
d715.s3.15.21,6,FP,-
d716.s10.1.10,9,TP,TP
d717.s4.11.21,10,FP,-
d717.s4.11.41,30,FP,-
d717.s8.17.23,6,FP,FP
d718.s9.8.15,7,FP,FP
d719.s10.12.16,4,FP,FP
d719.s10.4.16,12,FP,FP
d719.s12.2.14,12,FP,FP
d719.s12.4.14,10,FP,FP
d719.s14.0.15,15,FP,FP
d719.s14.15.19,4,FP,FP
d719.s14.15.24,9,FP,FP
d719.s14.15.36,21,FP,FP
d719.s14.15.38,23,FP,FP
d719.s14.2.15,13,FP,-
d719.s15.0.16,16,FP,-
d719.s6.10.23,13,TP,TP
d719.s6.12.23,11,TP,TP
d719.s6.14.23,9,TP,TP
d72.s1.1.12,11,TP,-
d72.s1.1.18,17,TP,-
d72.s1.12.18,6,FP,-
d72.s1.12.31,19,FP,-
d72.s1.12.33,21,FP,FP
d72.s1.18.31,13,FP,-
d72.s1.18.33,15,FP,FP
d72.s1.25.31,6,TP,TP
d72.s1.25.33,8,TP,TP
d72.s1.27.31,4,TP,TP
d72.s1.27.33,6,TP,TP
d72.s1.4.12,8,TP,TP
d72.s1.4.18,14,TP,TP
d72.s1.4.25,21,FP,FP
d72.s1.4.27,23,FP,FP
d72.s1.6.12,6,TP,TP
d72.s1.6.18,12,TP,TP
d72.s1.6.25,19,FP,FP
d72.s1.6.27,21,FP,FP
d72.s2.15.19,4,FP,FP
d72.s5.15.18,3,-,TP
d72.s5.42.45,3,TP,TP
d72.s6.1.11,10,FP,-
d72.s6.1.4,3,FP,FP
d72.s6.11.16,5,FP,FP
d72.s6.16.19,3,TP,TP
d72.s7.34.37,3,FP,-
d720.s0.17.39,22,FP,FP
d720.s0.17.41,24,FP,FP
d720.s0.19.39,20,FP,FP
d720.s0.19.41,22,FP,FP
d720.s1.21.25,4,FP,FP
d720.s2.30.34,4,FP,FP
d721.s3.50.55,5,TP,TP
d721.s6.17.20,3,TP,TP
d721.s7.34.42,8,FP,FP
d722.s8.8.14,6,TP,TP
d722.s8.8.16,8,TP,TP
d722.s9.3.22,19,TP,TP
d722.s9.3.23,20,TP,TP
d723.s0.4.7,3,TP,TP
d724.s1.0.22,22,FP,FP
d724.s1.0.24,24,FP,FP
d724.s1.0.30,30,FP,FP
d724.s1.0.34,34,FP,FP
d724.s1.2.22,20,FP,FP
d724.s1.2.24,22,FP,FP
d724.s1.2.30,28,FP,FP
d724.s1.2.34,32,FP,-
d725.s3.13.15,2,TP,TP
d725.s3.13.25,12,TP,TP
d725.s3.13.31,18,TP,TP
d725.s4.0.13,13,TP,TP
d725.s9.0.15,15,FP,FP
d726.s0.2.12,10,FP,FP
d726.s0.2.15,13,FP,FP
d726.s0.2.6,4,TP,TP
d727.s0.0.4,4,TP,TP
d727.s1.2.6,4,TP,TP
d727.s11.9.19,10,TP,-
d73.s3.24.30,6,FP,-
d730.s15.5.16,11,TP,-
d730.s15.8.16,8,TP,-
d730.s17.6.14,8,FP,FP
d730.s18.5.12,7,TP,TP
d730.s18.5.14,9,TP,TP
d730.s6.12.16,4,FP,-
d730.s9.3.12,9,TP,TP
d731.s5.8.18,10,FP,FP
d732.s0.11.21,10,FP,FP
d732.s0.16.21,5,FP,FP
d732.s0.18.21,3,FP,FP
d732.s0.4.11,7,FP,FP
d732.s0.4.16,12,FP,FP
d732.s0.4.18,14,FP,FP
d732.s2.10.14,4,TP,-
d732.s2.14.30,16,TP,TP
d732.s2.14.32,18,FP,-
d732.s2.8.14,6,TP,TP
d732.s4.8.38,30,-,FP
d732.s5.10.13,3,FP,FP
d732.s5.10.19,9,FP,FP
d732.s6.15.30,15,FP,-
d732.s6.5.30,25,FP,-
d732.s6.7.30,23,FP,FP
d734.s9.4.15,11,FP,FP
d736.s4.7.14,7,FP,-
d736.s9.0.6,6,TP,TP
d737.s0.3.10,7,FP,FP
d737.s1.17.28,11,FP,-
d737.s1.24.28,4,FP,-
d737.s2.2.8,6,FP,FP
d737.s4.0.14,14,FP,FP
d737.s5.0.23,23,FP,FP
d737.s5.0.29,29,FP,FP
d737.s5.0.8,8,FP,FP
d738.s0.4.9,5,FP,FP
d738.s0.7.9,2,FP,FP
d738.s10.1.9,8,FP,FP
d738.s10.20.35,15,FP,FP
d738.s10.20.38,18,FP,FP
d738.s10.5.9,4,FP,FP
d738.s6.16.19,3,FP,FP
d738.s6.19.29,10,FP,-
d738.s8.1.11,10,FP,FP
d739.s1.0.14,14,FP,-
d74.s5.3.9,6,TP,TP
d740.s10.14.17,3,FP,FP
d740.s8.11.14,3,TP,TP
d740.s9.13.16,3,TP,TP
d740.s9.13.18,5,TP,TP
d742.s1.18.39,21,FP,FP
d742.s1.18.41,23,FP,-
d742.s1.21.39,18,FP,-
d742.s1.23.39,16,FP,-
d742.s8.2.9,7,FP,FP
d742.s8.4.9,5,FP,FP
d744.s1.2.5,3,-,FP
d744.s3.18.20,2,TP,TP
d744.s3.18.22,4,TP,TP
d744.s3.5.20,15,FP,-
d744.s3.5.22,17,FP,-
d744.s4.3.5,2,TP,TP
d744.s4.5.10,5,FP,-
d745.s2.3.14,11,TP,TP
d745.s2.5.14,9,TP,TP
d745.s4.8.15,7,TP,TP
d745.s6.4.11,7,-,TP
d747.s10.10.16,6,TP,TP
d747.s10.12.16,4,TP,-
d747.s10.2.10,8,FP,FP
d747.s10.2.12,10,FP,FP
d747.s11.12.15,3,TP,-
d747.s5.21.24,3,FP,-
d747.s5.21.27,6,FP,-
d747.s5.21.30,9,FP,-
d747.s7.0.3,3,FP,FP
d747.s7.0.6,6,FP,FP
d747.s8.0.3,3,FP,FP
d747.s9.1.6,5,FP,FP
d748.s9.5.13,8,-,TP
d748.s9.7.13,6,-,TP
d749.s1.0.9,9,FP,-
d749.s1.12.17,5,FP,FP
d749.s1.12.19,7,FP,FP
d749.s2.0.9,9,FP,FP
d749.s3.1.9,8,FP,FP
d749.s3.9.11,2,FP,FP
d749.s3.9.18,9,FP,FP
d749.s3.9.20,11,FP,-
d749.s3.9.22,13,FP,-
d749.s3.9.24,15,FP,-
d749.s4.12.18,6,TP,TP
d751.s4.9.12,3,TP,TP
d751.s4.9.14,5,-,TP
d752.s3.7.15,8,TP,TP
d752.s4.1.12,11,TP,TP
d752.s4.30.41,11,TP,TP
d752.s5.3.14,11,TP,TP
d752.s6.19.23,4,TP,TP
d753.s3.44.47,3,TP,TP
d756.s1.12.41,29,FP,-
d756.s1.4.41,37,FP,-
d756.s8.4.16,12,FP,FP
d757.s0.0.16,16,TP,TP
d757.s7.13.15,2,TP,-
d757.s7.23.25,2,TP,TP
d757.s7.39.42,3,TP,TP
d759.s1.15.18,3,FP,FP
d759.s1.15.21,6,FP,FP
d759.s1.15.24,9,FP,FP
d759.s5.11.13,2,FP,FP
d759.s9.10.22,12,FP,FP
d759.s9.15.22,7,FP,FP
d759.s9.17.22,5,FP,FP
d76.s12.6.12,6,FP,FP
d76.s5.21.25,4,FP,-
d76.s5.25.30,5,FP,FP
d76.s5.25.32,7,FP,FP
d76.s7.33.46,13,FP,FP
d76.s8.10.23,13,FP,FP
d76.s8.10.25,15,TP,TP
d76.s8.12.23,11,FP,-
d76.s8.12.25,13,TP,TP
d76.s8.14.23,9,FP,FP
d76.s8.14.25,11,TP,TP
d76.s8.16.23,7,FP,-
d76.s8.16.25,9,TP,TP
d76.s8.5.23,18,-,FP
d76.s8.5.25,20,-,TP
d76.s9.2.26,24,FP,-
d760.s0.4.9,5,FP,FP
d760.s6.3.11,8,FP,FP
d760.s6.3.15,12,FP,FP
d760.s7.6.11,5,FP,FP
d761.s1.20.33,13,TP,TP
d761.s1.22.33,11,TP,TP
d761.s1.5.33,28,TP,TP
d761.s1.8.33,25,TP,TP
d762.s4.26.32,6,TP,TP
d762.s4.26.34,8,TP,-
d763.s4.10.14,4,FP,FP
d763.s4.10.16,6,FP,FP
d763.s4.8.14,6,FP,FP
d763.s4.8.16,8,FP,FP
d764.s0.0.6,6,TP,TP
d765.s4.8.14,6,-,FP
d766.s13.1.5,4,FP,FP
d766.s19.8.23,15,FP,FP
d767.s0.2.16,14,FP,FP
d767.s2.4.16,12,FP,FP
d767.s7.17.37,20,FP,FP
d77.s2.6.14,8,FP,FP
d77.s2.6.16,10,FP,FP
d77.s2.8.14,6,FP,FP
d77.s2.8.16,8,FP,FP
d77.s7.0.14,14,TP,TP
d77.s7.0.18,18,TP,TP
d77.s7.0.24,24,TP,-
d77.s7.0.26,26,TP,-
d77.s8.3.13,10,TP,TP
d77.s8.3.15,12,TP,TP
d77.s8.3.18,15,TP,TP
d771.s2.7.10,3,FP,FP
d772.s15.1.13,12,FP,FP
d772.s16.0.10,10,FP,FP
d774.s0.4.6,2,TP,TP
d774.s6.4.11,7,TP,TP
d779.s1.10.22,12,TP,-
d779.s1.10.24,14,TP,-
d779.s1.10.27,17,TP,TP
d779.s1.12.22,10,TP,-
d779.s1.12.24,12,TP,-
d779.s1.12.27,15,TP,TP
d779.s1.18.22,4,TP,-
d779.s1.18.24,6,TP,-
d781.s4.4.10,6,TP,-
d782.s0.0.3,3,FP,FP
d782.s0.3.3,0,FP,-
d782.s10.1.6,5,FP,FP
d782.s11.0.13,13,FP,FP
d782.s11.0.20,20,FP,FP
d782.s11.0.3,3,FP,FP
d782.s11.0.5,5,FP,FP
d782.s12.6.9,3,FP,FP
d782.s3.4.11,7,FP,FP
d782.s3.4.13,9,FP,FP
d782.s5.4.11,7,FP,FP
d782.s7.24.42,18,FP,FP
d782.s7.4.7,3,TP,TP
d782.s7.4.9,5,TP,TP
d782.s7.7.13,6,FP,FP
d782.s7.9.13,4,FP,FP
d782.s8.9.13,4,FP,FP
d782.s9.0.11,11,FP,FP
d782.s9.0.2,2,FP,FP
d782.s9.0.25,25,FP,-
d783.s11.0.4,4,-,FP
d783.s11.4.7,3,TP,TP
d783.s11.4.9,5,TP,TP
d783.s12.0.12,12,FP,FP
d783.s12.0.4,4,TP,TP
d783.s12.4.8,4,FP,FP
d783.s12.8.12,4,TP,TP
d784.s3.0.15,15,FP,FP
d784.s3.0.20,20,FP,FP
d784.s3.0.5,5,FP,FP
d784.s3.0.9,9,FP,FP
d785.s0.7.13,6,FP,FP
d785.s10.6.8,2,FP,FP
d785.s12.3.9,6,FP,FP
d785.s4.5.7,2,FP,FP
d785.s6.4.7,3,FP,FP
d785.s9.2.4,2,FP,FP
d787.s1.30.34,4,TP,TP
d787.s2.41.44,3,FP,-
d787.s3.6.10,4,FP,FP
d787.s3.6.12,6,FP,FP
d787.s3.6.14,8,FP,FP
d787.s3.6.16,10,FP,FP
d787.s3.6.18,12,FP,FP
d787.s3.6.21,15,FP,FP
d787.s3.6.8,2,FP,FP
d789.s0.8.14,6,TP,TP
d789.s1.20.25,5,TP,TP
d789.s1.20.50,30,TP,TP
d789.s4.34.37,3,FP,-
d789.s5.13.16,3,TP,TP
d79.s0.4.10,6,TP,TP
d79.s1.14.18,4,-,FP
d79.s1.16.18,2,-,FP
d79.s1.6.18,12,TP,TP
d791.s0.5.7,2,FP,FP
d791.s1.0.7,7,FP,FP
d791.s1.2.7,5,FP,FP
d791.s10.7.16,9,FP,FP
d791.s2.0.10,10,FP,FP
d792.s2.1.21,20,-,FP
d792.s2.1.25,24,-,FP
d792.s2.1.39,38,-,FP
d792.s2.1.4,3,TP,TP
d792.s2.30.39,9,TP,TP
d793.s0.3.6,3,FP,FP
d793.s10.4.26,22,-,TP
d793.s3.0.4,4,TP,TP
d794.s0.2.7,5,TP,TP
d794.s11.15.17,2,TP,TP
d794.s2.23.25,2,TP,TP
d794.s9.0.5,5,TP,TP
d795.s10.28.31,3,TP,TP
d795.s4.12.22,10,FP,FP
d795.s4.12.29,17,FP,FP
d795.s4.20.22,2,TP,TP
d795.s4.20.29,9,FP,-
d795.s4.27.29,2,TP,TP
d795.s4.7.22,15,FP,FP
d795.s4.7.29,22,FP,FP
d795.s4.9.22,13,FP,FP
d795.s4.9.29,20,FP,FP
d795.s6.16.18,2,TP,TP
d795.s6.16.29,13,TP,TP
d795.s6.4.18,14,FP,-
d795.s6.4.29,25,FP,FP
d795.s6.6.18,12,FP,-
d795.s6.6.29,23,FP,FP
d795.s6.9.18,9,FP,-
d795.s6.9.29,20,FP,-
d795.s7.2.4,2,TP,TP
d797.s1.4.24,20,FP,FP
d798.s4.6.11,5,FP,FP
d799.s1.19.20,1,FP,FP
d799.s6.19.25,6,-,FP
d799.s6.25.27,2,-,TP
d799.s7.2.11,9,-,FP
d8.s3.4.13,9,FP,FP
d8.s3.4.20,16,FP,FP
d8.s3.4.7,3,FP,FP
d8.s4.14.17,3,FP,FP
d8.s4.2.5,3,FP,FP
d8.s6.2.11,9,FP,FP
d8.s6.2.5,3,FP,FP
d80.s8.18.29,11,FP,-
d80.s8.20.29,9,FP,-
d81.s3.2.18,16,FP,FP
d82.s14.4.14,10,TP,TP
d82.s14.6.14,8,TP,TP
d83.s11.2.11,9,FP,FP
d83.s12.3.19,16,FP,FP
d83.s5.9.21,12,-,FP
d83.s6.11.18,7,FP,FP
d83.s7.0.17,17,FP,FP
d83.s7.0.21,21,FP,FP
d83.s7.0.5,5,FP,FP
d84.s8.10.19,9,FP,FP
d84.s8.10.31,21,FP,-
d85.s1.0.6,6,TP,TP
d86.s0.11.14,3,TP,TP
d86.s0.11.16,5,TP,TP
d86.s0.4.14,10,FP,-
d86.s0.4.16,12,FP,-
d86.s1.5.10,5,TP,TP
d86.s1.7.10,3,TP,TP
d86.s3.11.13,2,TP,TP
d86.s3.11.15,4,TP,TP
d86.s4.3.7,4,TP,TP
d86.s4.3.9,6,TP,TP
d86.s4.5.7,2,FP,FP
d86.s4.5.9,4,FP,FP
d86.s6.0.6,6,TP,TP
d87.s0.4.10,6,TP,TP
d87.s0.4.20,16,-,FP
d87.s0.6.10,4,TP,TP
d87.s0.6.20,14,-,FP
d87.s10.34.36,2,TP,TP
d87.s10.5.10,5,TP,TP
d87.s10.5.18,13,TP,TP
d87.s10.5.34,29,-,TP
d87.s10.5.8,3,TP,TP
d87.s4.0.5,5,TP,TP
d87.s4.5.14,9,FP,FP
d87.s4.5.16,11,FP,FP
d87.s5.0.23,23,TP,TP
d87.s8.14.21,7,FP,FP
d87.s8.17.21,4,FP,FP
d87.s8.6.21,15,TP,TP
d87.s8.8.21,13,TP,TP
d87.s9.10.16,6,FP,FP
d88.s0.15.19,4,FP,FP
d88.s0.15.21,6,FP,FP
d88.s0.2.21,19,-,FP
d88.s10.0.10,10,TP,TP
d88.s10.0.8,8,TP,TP
d88.s10.2.10,8,TP,TP
d88.s10.2.8,6,TP,TP
d88.s11.11.44,33,FP,-
d88.s2.26.44,18,FP,-
d88.s2.26.46,20,FP,-
d88.s2.29.44,15,FP,-
d88.s2.29.46,17,FP,-
d88.s2.31.44,13,FP,-
d88.s2.31.46,15,FP,-
d88.s2.39.44,5,FP,FP
d88.s2.39.46,7,FP,FP
d88.s5.1.10,9,FP,FP
d88.s5.1.15,14,FP,FP
d88.s5.1.8,7,FP,FP
d88.s5.15.19,4,FP,FP
d88.s5.3.10,7,FP,FP
d88.s5.3.15,12,FP,FP
d88.s5.3.8,5,FP,FP
d88.s7.3.15,12,FP,-
d88.s7.3.7,4,FP,FP
d88.s9.0.7,7,FP,FP
d88.s9.0.9,9,FP,FP
d88.s9.2.7,5,FP,FP
d88.s9.2.9,7,FP,FP
d89.s3.13.20,7,FP,-
d9.s6.0.7,7,FP,FP
d91.s5.11.13,2,-,FP
d91.s5.11.16,5,FP,FP
d91.s5.13.24,11,-,FP
d91.s5.13.26,13,-,FP
d91.s5.13.37,24,FP,FP
d91.s5.13.39,26,FP,FP
d91.s5.16.24,8,FP,FP
d91.s5.16.26,10,FP,FP
d91.s5.16.37,21,FP,FP
d91.s5.16.39,23,-,FP
d91.s5.24.28,4,FP,FP
d91.s5.26.28,2,FP,FP
d91.s5.28.37,9,FP,FP
d91.s5.28.39,11,FP,FP
d91.s7.4.14,10,FP,-
d92.s7.9.20,11,FP,-
d92.s7.9.37,28,FP,-
d92.s8.15.22,7,FP,FP
d92.s8.15.25,10,FP,FP
d93.s0.2.4,2,TP,TP
d98.s0.14.16,2,FP,FP
d98.s10.4.6,2,FP,FP
d98.s5.8.12,4,FP,FP
d98.s8.2.12,10,FP,FP
d98.s9.11.22,11,-,FP
