Id,distance,Data/CP17/4MHA.rels,Data/CP17/TEES.rels
d394.s0.5.18,13,TP,FN
d394.s0.1.8,7,TP,FN
d394.s0.5.8,3,TP,FN
d394.s3.10.13,3,TP,TP
d394.s3.10.15,5,TP,TP
d394.s4.0.4,4,TP,FN
d394.s4.2.4,2,TP,TP
d394.s4.4.6,2,TP,TP
d394.s7.7.10,3,TP,TP
d394.s8.4.15,11,TP,TP
d394.s8.6.15,9,TP,TP
d394.s8.2.4,2,TP,TP
d394.s8.2.6,4,TP,TP
d394.s10.4.12,8,FN,FN
d394.s10.4.14,10,FN,FN
d396.s6.3.16,13,FN,FN
d396.s8.5.19,14,TP,FN
d396.s8.5.21,16,FN,FN
d396.s8.5.25,20,TP,FN
d396.s8.5.28,23,TP,FN
d396.s8.5.32,27,TP,FN
d396.s8.5.40,35,FN,FN
d397.s0.1.4,3,FN,FN
d397.s0.4.10,6,FN,FN
d397.s1.25.45,20,FN,FN
d397.s1.25.47,22,FN,FN
d397.s3.13.24,11,FN,FN
d397.s3.15.24,9,FN,FN
d397.s3.18.24,6,FN,FN
d397.s5.15.35,20,FN,FN
d397.s5.15.21,6,FN,FN
d397.s6.7.13,6,FN,FN
d397.s6.13.24,11,TP,TP
d397.s8.4.11,7,FN,FN
d397.s8.4.17,13,FN,FN
d397.s9.23.24,1,FN,FN
d401.s7.1.4,3,FN,FN
d401.s8.10.14,4,FN,FN
d402.s0.5.10,5,TP,TP
d402.s0.5.12,7,TP,TP
d402.s4.7.20,13,TP,TP
d402.s4.20.31,11,TP,TP
d402.s4.7.16,9,TP,TP
d402.s4.16.31,15,TP,TP
d402.s4.7.18,11,TP,TP
d402.s4.18.31,13,TP,TP
d402.s7.6.10,4,TP,TP
d402.s7.10.17,7,FN,FN
d402.s7.6.8,2,TP,TP
d402.s7.8.17,9,FN,FN
d402.s8.6.13,7,TP,TP
d402.s8.25.28,3,TP,FN
d402.s8.6.15,9,TP,TP
d403.s1.13.22,9,FN,FN
d403.s1.13.24,11,FN,FN
d403.s4.0.8,8,FN,FN
d403.s4.0.13,13,FN,FN
d403.s4.0.15,15,FN,FN
d403.s4.0.16,16,FN,FN
d404.s9.17.24,7,FN,FN
d405.s8.11.35,24,FN,FN
d406.s7.28.34,6,FN,FN
d406.s7.28.34,6,FN,FN
d407.s1.0.3,3,FN,FN
d407.s7.9.22,13,FN,FN
d407.s7.14.22,8,TP,TP
d408.s5.11.19,8,FN,FN
d408.s5.11.19,8,FN,FN
d408.s5.11.13,2,FN,FN
d408.s5.11.13,2,FN,FN
d408.s6.0.7,7,FN,FN
d408.s9.2.10,8,TP,TP
d408.s9.2.12,10,TP,TP
d408.s13.7.16,9,FN,FN
d409.s11.5.15,10,TP,TP
d413.s1.10.32,22,FN,FN
d413.s1.5.32,27,FN,FN
d414.s2.0.28,28,FN,FN
d414.s6.27.35,8,FN,FN
d420.s3.18.24,6,FN,FN
d420.s6.19.28,9,FN,FN
d420.s6.19.21,2,FN,FN
d420.s7.13.28,15,FN,FN
d420.s7.13.30,17,TP,FN
d422.s4.34.48,14,TP,TP
d422.s4.34.51,17,TP,TP
d424.s2.2.29,27,FN,FN
d424.s2.13.29,16,TP,FN
d424.s3.13.32,19,FN,FN
d425.s2.21.24,3,TP,FN
d425.s2.21.31,10,FN,FN
d426.s1.16.20,4,FN,FN
d426.s5.16.37,21,TP,TP
d427.s4.6.15,9,FN,TP
d427.s4.9.15,6,FN,TP
d428.s0.2.3,1,FN,FN
d428.s3.5.10,5,TP,FN
d428.s5.0.7,7,TP,TP
d428.s6.11.14,3,TP,FN
d428.s13.7.8,1,FN,FN
d428.s14.17.20,3,TP,TP
d429.s3.2.8,6,TP,TP
d429.s4.18.25,7,TP,FN
d429.s4.20.25,5,TP,FN
d429.s10.8.24,16,FN,FN
d429.s10.8.16,8,TP,TP
d432.s5.2.13,11,FN,FN
d432.s5.4.13,9,FN,FN
d435.s0.2.7,5,FN,FN
d435.s14.3.13,10,FN,FN
d436.s1.0.21,21,TP,TP
d436.s1.0.13,13,TP,TP
d436.s1.0.15,15,TP,TP
d436.s1.0.19,19,TP,TP
d436.s1.2.21,19,TP,FN
d436.s1.2.13,11,TP,TP
d436.s1.2.15,13,TP,TP
d436.s1.2.19,17,TP,TP
d436.s1.4.21,17,TP,TP
d436.s1.4.13,9,TP,TP
d436.s1.4.15,11,TP,TP
d436.s1.4.19,15,TP,TP
d436.s2.5.39,34,FN,FN
d436.s2.7.39,32,FN,FN
d436.s2.9.39,30,FN,FN
d436.s2.12.39,27,FN,FN
d436.s2.14.39,25,FN,FN
d436.s2.16.39,23,FN,FN
d436.s2.19.39,20,FN,FN
d436.s2.5.42,37,FN,FN
d436.s2.7.42,35,FN,FN
d436.s2.9.42,33,FN,FN
d436.s2.12.42,30,FN,FN
d436.s2.14.42,28,FN,FN
d436.s2.16.42,26,FN,FN
d436.s2.19.42,23,FN,FN
d436.s2.5.50,45,FN,FN
d436.s2.7.50,43,FN,FN
d436.s2.9.50,41,FN,FN
d436.s2.12.50,38,FN,FN
d436.s2.14.50,36,FN,FN
d436.s2.16.50,34,FN,FN
d436.s2.19.50,31,FN,FN
d436.s2.5.52,47,FN,FN
d436.s2.5.37,32,FN,FN
d436.s2.7.37,30,FN,FN
d436.s2.9.37,28,FN,FN
d436.s2.12.37,25,FN,FN
d436.s2.14.37,23,FN,FN
d436.s2.16.37,21,FN,FN
d436.s2.19.37,18,FN,FN
d436.s3.2.16,14,FN,FN
d436.s3.2.18,16,FN,FN
d436.s3.23.42,19,TP,FN
d436.s4.2.9,7,FN,FN
d436.s4.2.11,9,FN,FN
d436.s4.16.34,18,FN,FN
d436.s5.0.6,6,FN,FN
d436.s6.4.26,22,FN,FN
d436.s6.10.26,16,FN,FN
d436.s6.4.13,9,FN,FN
d436.s6.10.13,3,FN,FN
d436.s7.7.9,2,FN,FN
d436.s7.7.15,8,FN,FN
d444.s0.1.15,14,TP,TP
d444.s0.1.12,11,TP,TP
d444.s3.17.22,5,FN,FN
d444.s3.19.22,3,FN,FN
d444.s3.17.26,9,FN,FN
d444.s3.19.26,7,FN,FN
d444.s4.0.13,13,FN,FN
d444.s8.8.10,2,FN,FN
d444.s8.8.14,6,FN,FN
d444.s8.8.18,10,FN,FN
d444.s10.4.16,12,TP,TP
d444.s10.4.6,2,FN,FN
d444.s10.4.13,9,TP,TP
d446.s0.5.8,3,TP,TP
d446.s1.8.12,4,TP,FN
d446.s6.3.7,4,TP,FN
d448.s10.1.11,10,FN,FN
d448.s10.3.11,8,FN,FN
d449.s10.6.15,9,FN,FN
d449.s10.15.23,8,FN,FN
d452.s3.18.22,4,FN,FN
d452.s6.22.24,2,FN,FN
d454.s0.4.10,6,TP,TP
d454.s1.10.25,15,TP,FN
d454.s1.10.28,18,TP,FN
d454.s1.10.35,25,FN,FN
d454.s1.10.14,4,TP,TP
d454.s2.4.16,12,FN,FN
d459.s0.0.8,8,TP,TP
d459.s0.0.10,10,TP,TP
d459.s0.2.8,6,TP,TP
d459.s0.2.10,8,TP,TP
d461.s0.0.9,9,FN,TP
d461.s0.0.5,5,FN,FN
d461.s5.5.19,14,TP,TP
d461.s6.7.26,19,FN,FN
d461.s6.7.16,9,FN,FN
d461.s7.6.10,4,TP,TP
d461.s7.6.14,8,TP,TP
d461.s10.6.15,9,TP,FN
d462.s0.0.20,20,TP,TP
d462.s5.0.13,13,FN,FN
d462.s5.0.15,15,FN,FN
d462.s7.5.14,9,TP,TP
d462.s7.5.16,11,TP,TP
d462.s9.2.8,6,TP,TP
d462.s10.4.13,9,FN,FN
d462.s10.4.13,9,FN,FN
d464.s0.3.6,3,FN,FN
d464.s0.3.12,9,FN,FN
d464.s0.3.12,9,FN,FN
d464.s0.3.12,9,FN,FN
d464.s0.6.9,3,FN,FN
d464.s2.0.15,15,FN,FN
d464.s5.1.4,3,TP,TP
d464.s7.0.4,4,TP,TP
d465.s5.6.11,5,FN,FN
d465.s5.8.11,3,FN,FN
d465.s5.19.31,12,TP,FN
d466.s1.5.15,10,TP,TP
d468.s0.1.17,16,FN,FN
d468.s0.1.19,18,TP,FN
d468.s2.17.21,4,FN,FN
d468.s3.37.44,7,FN,FN
d468.s3.39.44,5,FN,FN
d468.s3.41.44,3,FN,FN
d468.s3.41.44,3,FN,FN
d468.s6.13.21,8,TP,TP
d468.s6.13.23,10,FN,FN
d468.s8.3.5,2,TP,TP
d468.s8.3.13,10,TP,TP
d468.s8.3.13,10,TP,TP
d468.s9.11.21,10,TP,FN
d468.s9.11.21,10,TP,FN
d469.s1.1.14,13,TP,TP
d469.s1.4.14,10,TP,FN
d469.s4.24.36,12,FN,FN
d469.s4.12.36,24,FN,FN
d469.s4.14.36,22,FN,FN
d469.s4.51.54,3,TP,TP
d469.s4.9.12,3,TP,TP
d469.s4.9.14,5,TP,TP
d469.s4.21.24,3,TP,TP
d469.s5.3.11,8,FN,FN
d469.s5.31.37,6,TP,TP
d469.s5.31.56,25,FN,FN
d469.s5.31.71,40,FN,FN
d469.s5.31.44,13,FN,TP
d469.s5.31.49,18,FN,FN
d470.s5.10.44,34,FN,FN
d471.s10.27.31,4,TP,TP
d473.s0.11.15,4,FN,FN
d473.s1.1.14,13,TP,TP
d473.s1.4.14,10,TP,TP
d473.s1.1.11,10,TP,TP
d473.s1.4.11,7,TP,TP
d473.s2.9.15,6,FN,FN
d473.s5.15.18,3,FN,FN
d473.s5.18.31,13,FN,FN
d473.s8.62.62,0,FN,FN
d473.s8.85.85,0,FN,FN
d473.s9.27.30,3,FN,FN
d473.s10.14.14,0,FN,FN
d474.s5.2.12,10,TP,TP
d474.s5.2.10,8,TP,TP
d474.s5.2.15,13,TP,TP
d474.s5.2.17,15,TP,TP
d474.s5.2.23,21,TP,TP
d474.s5.2.24,22,TP,TP
d474.s8.2.11,9,TP,TP
d475.s1.5.11,6,TP,FN
d475.s1.5.13,8,TP,FN
d475.s8.18.22,4,TP,TP
d475.s8.12.22,10,TP,FN
d475.s9.7.10,3,TP,TP
d475.s11.5.14,9,FN,FN
d476.s3.5.15,10,TP,TP
d476.s3.7.15,8,TP,TP
d476.s6.6.13,7,FN,FN
d476.s10.15.34,19,TP,TP
d476.s10.17.34,17,TP,TP
d476.s11.8.34,26,FN,FN
d476.s11.10.34,24,FN,FN
d477.s4.8.28,20,FN,FN
d477.s4.8.19,11,FN,FN
d478.s0.2.9,7,TP,TP
d478.s0.4.9,5,TP,TP
d478.s0.5.9,4,TP,TP
d478.s9.3.13,10,TP,TP
d478.s9.3.15,12,TP,TP
d478.s9.3.18,15,TP,TP
d481.s3.5.28,23,TP,FN
d481.s3.9.28,19,TP,FN
d481.s3.11.28,17,TP,FN
d481.s3.5.14,9,TP,TP
d481.s3.9.14,5,TP,TP
d481.s3.11.14,3,TP,TP
d481.s3.5.16,11,TP,TP
d481.s3.9.16,7,TP,TP
d481.s3.11.16,5,TP,TP
d481.s3.5.25,20,TP,TP
d481.s3.9.25,16,TP,TP
d481.s3.11.25,14,TP,TP
d481.s5.11.13,2,FN,FN
d481.s5.0.7,7,FN,FN
d481.s8.7.16,9,FN,FN
d481.s8.7.18,11,FN,FN
d481.s8.16.23,7,FN,FN
d481.s8.18.23,5,FN,FN
d481.s8.0.7,7,TP,TP
d481.s9.12.14,2,FN,FN
d483.s4.3.39,36,FN,FN
d483.s4.3.41,38,FN,FN
d483.s4.3.44,41,FN,FN
d483.s4.10.39,29,FN,FN
d483.s4.10.41,31,FN,FN
d483.s4.10.44,34,FN,FN
d483.s4.12.39,27,FN,FN
d483.s4.12.41,29,FN,FN
d483.s4.12.44,32,FN,FN
d483.s4.14.39,25,FN,FN
d483.s4.14.41,27,FN,FN
d483.s4.14.44,30,FN,FN
d483.s4.24.39,15,FN,FN
d483.s4.24.41,17,FN,FN
d483.s4.24.44,20,FN,FN
d483.s4.28.39,11,FN,FN
d483.s4.28.41,13,FN,FN
d483.s4.28.44,16,FN,FN
d483.s5.3.16,13,FN,FN
d483.s5.3.18,15,FN,FN
d483.s7.7.15,8,FN,FN
d483.s7.7.17,10,FN,FN
d484.s1.4.10,6,TP,TP
d484.s1.1.10,9,TP,TP
d485.s6.10.17,7,FN,FN
d488.s1.0.16,16,TP,FN
d488.s1.4.16,12,FN,FN
d488.s1.6.16,10,FN,FN
d489.s3.8.29,21,FN,FN
d489.s3.8.16,8,FN,FN
d490.s1.30.30,0,FN,FN
d490.s1.8.19,11,FN,FN
d490.s7.17.20,3,FN,FN
d490.s7.17.21,4,FN,FN
d491.s0.3.6,3,FN,FN
d491.s5.3.11,8,FN,FN
d491.s5.9.11,2,FN,FN
d491.s9.3.8,5,FN,FN
d491.s9.1.8,7,FN,FN
d493.s1.1.22,21,TP,FN
d493.s1.1.27,26,TP,FN
d493.s1.1.8,7,TP,TP
d493.s1.1.14,13,TP,FN
d493.s1.1.18,17,TP,FN
d496.s7.2.27,25,TP,TP
d496.s7.2.27,25,TP,TP
d496.s7.12.27,15,FN,FN
d496.s7.12.27,15,FN,FN
d496.s7.15.27,12,FN,FN
d496.s7.15.27,12,FN,FN
d497.s8.19.24,5,FN,FN
d497.s10.3.7,4,TP,TP
d498.s4.9.54,45,FN,FN
d499.s0.4.9,5,FN,FN
d499.s8.5.24,19,FN,FN
d499.s8.5.9,4,FN,FN
d499.s8.5.11,6,FN,FN
d499.s8.5.13,8,FN,FN
d499.s8.5.16,11,FN,FN
d499.s8.5.18,13,FN,FN
d499.s8.5.18,13,FN,FN
d499.s8.5.7,2,FN,FN
d504.s5.5.19,14,FN,FN
d504.s5.13.19,6,FN,FN
d506.s3.2.43,41,FN,FN
d506.s3.5.43,38,FN,FN
d506.s3.12.43,31,FN,FN
d506.s3.2.28,26,TP,FN
d506.s3.5.28,23,TP,FN
d506.s3.12.28,16,TP,FN
d506.s4.4.21,17,TP,FN
d506.s4.4.23,19,TP,FN
d506.s4.6.21,15,TP,FN
d506.s4.6.23,17,TP,TP
d506.s4.4.10,6,TP,TP
d506.s4.6.10,4,TP,TP
d509.s7.10.15,5,FN,FN
d509.s7.12.15,3,FN,FN
d509.s7.15.29,14,FN,FN
d510.s0.2.13,11,FN,FN
d510.s0.5.13,8,FN,FN
d510.s4.16.25,9,FN,FN
d510.s4.18.25,7,FN,FN
d510.s7.10.43,33,FN,FN
d510.s7.10.54,44,FN,FN
d510.s7.10.56,46,FN,FN
d510.s8.7.20,13,FN,FN
d510.s8.7.23,16,FN,FN
d510.s8.7.24,17,FN,FN
d512.s4.21.27,6,FN,FN
d512.s4.23.27,4,FN,FN
d512.s4.21.29,8,FN,FN
d512.s4.23.29,6,FN,FN
d516.s6.5.16,11,FN,TP
d516.s6.5.18,13,FN,TP
d516.s6.5.20,15,FN,TP
d516.s6.7.16,9,FN,TP
d516.s6.7.18,11,FN,TP
d516.s6.7.20,13,FN,TP
d516.s7.17.30,13,FN,FN
d516.s7.19.30,11,FN,FN
d516.s7.17.33,16,FN,FN
d516.s7.19.33,14,FN,FN
d521.s0.4.24,20,FN,FN
d521.s0.7.24,17,FN,FN
d521.s0.11.24,13,FN,FN
d521.s5.1.6,5,FN,FN
d522.s2.1.6,5,FN,FN
d522.s2.1.10,9,FN,FN
d522.s3.4.11,7,FN,FN
d522.s3.4.16,12,FN,FN
d522.s3.37.38,1,TP,TP
d522.s9.6.7,1,TP,TP
d522.s10.5.13,8,FN,FN
d522.s10.10.13,3,FN,FN
d523.s6.5.35,30,FN,FN
d523.s6.5.25,20,FN,FN
d523.s6.5.28,23,FN,FN
d523.s6.5.33,28,FN,FN
d524.s0.2.10,8,FN,FN
d524.s1.3.7,4,FN,FN
d524.s7.9.16,7,TP,TP
d524.s7.11.16,5,TP,TP
d524.s9.13.24,11,TP,FN
d524.s9.13.27,14,TP,FN
d524.s9.13.30,17,TP,FN
d524.s9.3.8,5,TP,FN
d524.s10.7.24,17,FN,FN
d524.s10.13.24,11,FN,FN
d524.s10.23.24,1,TP,TP
d525.s3.15.29,14,FN,FN
d525.s3.21.29,8,FN,FN
d525.s12.9.17,8,TP,TP
d525.s16.4.19,15,FN,FN
d525.s16.4.21,17,FN,FN
d525.s16.4.26,22,FN,FN
d525.s16.4.28,24,FN,FN
d525.s16.4.32,28,FN,FN
d525.s16.4.19,15,FN,FN
d525.s16.4.21,17,FN,FN
d525.s16.4.26,22,FN,FN
d525.s16.4.28,24,FN,FN
d525.s16.4.32,28,FN,FN
d534.s5.5.10,5,FN,FN
d534.s5.18.25,7,FN,FN
d535.s0.4.23,19,FN,FN
d535.s0.8.23,15,FN,FN
d535.s15.28.34,6,FN,FN
d535.s16.2.8,6,TP,FN
d535.s16.16.25,9,FN,FN
d535.s16.18.25,7,FN,FN
d535.s18.8.18,10,FN,FN
d536.s8.0.6,6,TP,TP
d536.s8.0.8,8,TP,TP
d536.s8.0.11,11,TP,TP
d536.s9.0.7,7,TP,TP
d536.s11.7.14,7,FN,TP
d536.s11.7.16,9,FN,TP
d536.s11.22.27,5,TP,TP
d536.s13.11.30,19,TP,TP
d536.s13.11.32,21,TP,TP
d536.s13.11.36,25,TP,FN
d538.s6.0.16,16,FN,TP
d538.s6.16.18,2,TP,TP
d539.s2.30.39,9,FN,FN
d539.s2.16.30,14,FN,FN
d539.s2.3.16,13,FN,FN
d540.s8.17.24,7,FN,FN
d540.s8.19.24,5,FN,FN
d540.s8.21.24,3,FN,FN
d540.s8.7.24,17,FN,FN
d540.s8.9.24,15,FN,FN
d540.s8.11.24,13,FN,FN
d540.s9.4.30,26,FN,FN
d540.s9.6.30,24,FN,FN
d540.s9.4.24,20,TP,FN
d540.s9.6.24,18,TP,FN
d541.s0.0.14,14,FN,FN
d541.s0.0.12,12,FN,FN
d541.s0.0.5,5,FN,FN
d541.s1.3.12,9,FN,FN
d541.s1.5.12,7,FN,FN
d541.s2.25.27,2,FN,FN
d541.s3.15.23,8,FN,FN
d541.s3.3.15,12,FN,FN
d541.s4.0.3,3,FN,FN
d541.s4.0.6,6,FN,FN
d541.s5.13.27,14,FN,FN
d541.s5.8.9,1,FN,FN
d541.s5.13.19,6,FN,FN
d541.s5.13.16,3,FN,FN
d541.s6.8.14,6,TP,TP
d541.s6.4.14,10,TP,TP
d541.s7.4.5,1,FN,FN
d541.s8.2.23,21,FN,FN
d541.s8.6.23,17,FN,FN
d541.s8.23.31,8,FN,FN
d541.s8.11.23,12,FN,FN
d541.s9.12.15,3,FN,FN
d541.s9.30.36,6,FN,FN
d542.s0.0.6,6,TP,TP
d542.s1.0.29,29,FN,FN
d542.s6.1.26,25,TP,TP
d542.s7.8.22,14,TP,TP
d542.s7.8.12,4,TP,TP
d542.s7.8.17,9,TP,TP
d542.s9.3.19,16,FN,FN
d544.s2.11.28,17,FN,FN
d544.s2.14.28,14,FN,FN
d544.s5.3.8,5,FN,FN
d544.s7.2.9,7,FN,FN
d544.s8.20.30,10,FN,FN
d550.s0.3.7,4,FN,FN
d550.s4.5.8,3,TP,TP
d550.s4.7.8,1,TP,TP
d550.s4.11.12,1,TP,TP
d550.s6.16.17,1,TP,TP
d550.s6.16.19,3,TP,TP
d550.s8.7.13,6,FN,FN
d551.s1.11.21,10,TP,FN
d551.s1.11.23,12,TP,TP
d551.s1.4.21,17,TP,TP
d551.s1.4.23,19,TP,TP
d551.s1.6.21,15,TP,TP
d551.s1.6.23,17,TP,TP
d551.s3.3.11,8,TP,TP
d551.s3.3.13,10,TP,TP
d551.s4.7.12,5,FN,FN
d551.s4.7.15,8,FN,FN
d553.s4.6.16,10,FN,FN
d554.s4.67.74,7,FN,FN
d554.s4.67.76,9,FN,FN
d554.s4.67.79,12,FN,FN
d554.s4.67.84,17,FN,FN
d554.s4.67.89,22,FN,FN
d554.s6.0.48,48,FN,FN
d555.s5.14.27,13,FN,FN
d555.s6.8.15,7,FN,FN
d555.s6.10.15,5,FN,FN
d555.s8.10.14,4,FN,FN
d558.s0.5.19,14,FN,FN
d558.s0.5.21,16,FN,FN
d558.s0.5.7,2,TP,TP
d558.s1.4.17,13,TP,TP
d558.s4.21.28,7,TP,FN
d558.s11.11.13,2,TP,TP
d559.s0.6.13,7,TP,TP
d559.s0.6.11,5,TP,TP
d559.s1.4.11,7,TP,TP
d559.s9.1.5,4,TP,FN
d561.s0.9.11,2,FN,FN
d561.s5.19.35,16,FN,FN
d561.s5.19.40,21,FN,FN
d561.s5.19.45,26,FN,FN
d561.s6.7.20,13,FN,FN
d561.s6.7.20,13,FN,FN
d564.s2.24.33,9,FN,FN
d567.s4.6.26,20,TP,TP
d568.s3.7.23,16,FN,FN
d571.s1.9.15,6,TP,TP
d571.s7.19.28,9,FN,FN
d571.s8.0.11,11,FN,FN
d571.s8.2.11,9,FN,FN
d571.s8.5.11,6,FN,FN
d572.s2.47.49,2,TP,TP
d572.s2.47.51,4,TP,TP
d572.s4.8.20,12,TP,TP
d574.s5.3.9,6,TP,TP
d574.s5.3.20,17,FN,FN
d574.s8.6.8,2,TP,TP
d574.s8.8.21,13,FN,FN
d574.s8.6.12,6,TP,TP
d574.s8.12.21,9,FN,FN
d575.s0.13.17,4,TP,FN
d575.s1.0.20,20,TP,TP
d575.s1.14.20,6,TP,TP
d575.s6.9.21,12,FN,FN
d575.s6.1.9,8,FN,FN
d575.s7.3.22,19,TP,TP
d576.s3.7.44,37,FN,FN
d576.s3.9.44,35,FN,FN
d576.s3.11.44,33,FN,FN
d576.s3.13.44,31,FN,FN
d576.s3.15.44,29,FN,FN
d576.s3.17.44,27,FN,FN
d576.s3.19.44,25,FN,FN
d576.s3.21.44,23,FN,FN
d576.s3.26.44,18,FN,FN
d576.s3.28.44,16,FN,FN
d576.s3.31.44,13,FN,FN
d576.s3.5.44,39,FN,FN
d576.s4.0.6,6,TP,TP
d577.s1.10.14,4,TP,FN
d578.s7.4.12,8,FN,FN
d579.s0.2.8,6,FN,FN
d579.s1.2.25,23,FN,FN
d579.s6.14.16,2,FN,FN
d579.s6.16.32,16,FN,FN
d579.s8.9.14,5,FN,FN
d579.s8.14.18,4,FN,FN
d580.s0.3.12,9,TP,TP
d580.s8.1.6,5,TP,TP
d580.s8.1.8,7,TP,TP
d580.s8.1.11,10,TP,TP
d580.s9.20.34,14,FN,FN
d580.s9.20.36,16,FN,FN
d580.s9.20.39,19,FN,FN
d582.s2.16.36,20,FN,FN
d582.s2.16.38,22,FN,FN
d582.s2.16.40,24,FN,FN
d582.s2.16.52,36,FN,FN
d582.s2.18.36,18,FN,FN
d582.s2.18.38,20,FN,FN
d582.s2.18.40,22,FN,FN
d582.s2.18.52,34,FN,FN
d584.s6.2.9,7,FN,FN
d585.s0.9.13,4,FN,FN
d585.s1.4.19,15,TP,TP
d585.s1.4.22,18,TP,TP
d585.s7.6.9,3,TP,TP
d585.s7.6.11,5,TP,TP
d585.s10.5.8,3,FN,FN
d586.s5.33.37,4,TP,TP
d586.s6.23.29,6,FN,FN
d586.s6.23.29,6,FN,FN
d588.s4.15.22,7,FN,FN
d588.s4.15.20,5,FN,FN
d588.s9.10.17,7,FN,FN
d588.s10.7.13,6,FN,FN
d588.s10.10.13,3,FN,FN
d588.s10.3.13,10,FN,FN
d590.s0.5.13,8,FN,FN
d590.s3.9.43,34,FN,FN
d590.s3.11.43,32,FN,FN
d590.s3.13.43,30,FN,FN
d590.s3.15.43,28,FN,FN
d590.s3.33.43,10,FN,FN
d590.s3.35.43,8,FN,FN
d590.s3.37.43,6,FN,FN
d590.s3.39.43,4,FN,FN
d590.s3.9.45,36,FN,FN
d590.s3.11.45,34,FN,FN
d590.s3.13.45,32,FN,FN
d590.s3.15.45,30,FN,FN
d590.s3.33.45,12,FN,FN
d590.s3.35.45,10,FN,FN
d590.s3.37.45,8,FN,FN
d590.s3.39.45,6,FN,FN
d590.s3.9.45,36,FN,FN
d590.s3.11.45,34,FN,FN
d590.s3.13.45,32,FN,FN
d590.s3.15.45,30,FN,FN
d590.s3.33.45,12,FN,FN
d590.s3.35.45,10,FN,FN
d590.s3.37.45,8,FN,FN
d590.s3.39.45,6,FN,FN
d590.s6.10.17,7,FN,FN
d590.s7.2.10,8,FN,FN
d590.s7.6.10,4,FN,FN
d590.s8.4.9,5,TP,FN
d590.s11.13.21,8,FN,FN
d591.s7.6.16,10,TP,TP
d591.s7.4.16,12,TP,TP
d592.s6.5.6,1,FN,FN
d592.s6.5.8,3,FN,FN
d593.s2.7.15,8,TP,TP
d593.s2.7.24,17,TP,FN
d593.s2.15.20,5,FN,FN
d593.s7.9.16,7,FN,FN
d593.s7.11.16,5,FN,FN
d593.s7.26.27,1,TP,FN
d593.s9.4.24,20,FN,FN
d593.s10.1.4,3,TP,TP
d593.s10.4.11,7,TP,TP
d593.s11.12.14,2,TP,TP
d596.s3.47.50,3,TP,TP
d599.s0.10.15,5,FN,FN
d599.s0.10.19,9,FN,FN
d599.s3.28.38,10,TP,FN
d599.s4.8.18,10,FN,FN
d599.s4.8.23,15,TP,FN
d599.s4.8.27,19,TP,FN
d599.s4.8.30,22,TP,FN
d600.s3.8.17,9,FN,FN
d600.s4.6.20,14,FN,FN
d600.s4.11.20,9,FN,FN
d602.s7.0.25,25,FN,FN
d602.s7.0.21,21,FN,FN
d602.s8.1.5,4,FN,TP
d603.s7.4.12,8,FN,FN
d604.s0.3.7,4,FN,FN
d604.s0.0.7,7,FN,FN
d604.s2.7.12,5,FN,FN
d604.s2.7.16,9,FN,FN
d604.s3.12.15,3,TP,TP
d604.s5.15.18,3,FN,FN
d604.s5.18.25,7,FN,FN
d604.s5.18.27,9,FN,FN
d604.s5.18.29,11,FN,FN
d604.s5.15.19,4,FN,FN
d604.s5.19.25,6,FN,FN
d604.s5.19.27,8,FN,FN
d604.s5.19.29,10,FN,FN
d604.s6.3.5,2,TP,TP
d604.s8.7.14,7,FN,FN
d604.s10.21.23,2,FN,FN
d604.s10.3.7,4,FN,FN
d604.s10.16.23,7,FN,FN
d604.s10.7.16,9,FN,TP
d604.s11.7.20,13,FN,FN
d607.s4.23.25,2,FN,FN
d607.s4.13.25,12,TP,FN
d607.s4.13.25,12,TP,FN
d607.s4.17.25,8,TP,FN
d607.s4.19.25,6,TP,FN
d607.s5.12.24,12,FN,FN
d607.s5.12.30,18,FN,FN
d607.s5.14.24,10,FN,FN
d607.s5.14.30,16,FN,FN
d607.s5.16.24,8,FN,FN
d607.s5.16.30,14,FN,FN
d607.s6.10.18,8,TP,TP
d607.s6.10.18,8,TP,TP
d607.s6.10.18,8,TP,TP
d607.s6.10.18,8,TP,TP
d607.s8.10.15,5,FN,FN
d607.s8.21.24,3,FN,FN
d607.s9.3.6,3,FN,FN
d607.s9.3.9,6,FN,FN
d607.s9.3.6,3,FN,FN
d607.s9.3.9,6,FN,FN
d610.s2.0.23,23,FN,FN
d610.s3.3.8,5,TP,TP
d610.s3.3.10,7,TP,TP
d610.s3.3.14,11,TP,TP
d610.s3.3.16,13,TP,FN
d610.s3.3.27,24,TP,FN
d610.s5.16.20,4,TP,TP
d610.s5.16.22,6,TP,TP
d610.s5.16.26,10,TP,TP
d610.s5.16.30,14,FN,FN
d610.s5.16.36,20,TP,FN
d610.s5.16.38,22,TP,FN
d610.s5.16.44,28,TP,TP
d610.s5.16.49,33,TP,TP
d610.s6.0.9,9,FN,FN
d610.s6.0.11,11,FN,FN
d610.s6.0.1,1,FN,FN
d610.s6.0.3,3,FN,FN
d611.s6.4.16,12,FN,TP
d611.s6.4.21,17,FN,FN
d611.s6.4.23,19,FN,FN
d611.s7.9.16,7,TP,FN
d611.s7.6.16,10,TP,FN
d611.s10.4.16,12,TP,TP
d613.s4.4.22,18,FN,FN
d613.s4.8.22,14,FN,FN
d617.s4.0.19,19,TP,TP
d617.s4.0.19,19,TP,TP
d617.s4.0.13,13,TP,TP
